image_path,label,generator,split
ADM\839_adm_3.jpg,1,ADM,train
BigGAN\413_biggan_00040.jpg,1,BigGAN,train
Nature\n01537544_2260.JPEG,0,Nature,test
glide\GLIDE_1000_200_09_943_glide_00191.jpg,1,glide,test
Midjourney\201_midjourney_133.jpg,1,Midjourney,test
Midjourney\236_midjourney_175.jpg,1,Midjourney,test
VQDM\VQDM_1000_200_01_117_vqdm_00155.jpg,1,VQDM,validation
Midjourney\658_midjourney_187.jpg,1,Midjourney,test
Nature\n01819313_4127.JPEG,0,Nature,train
Midjourney\841_midjourney_110.jpg,1,Midjourney,test
BigGAN\967_biggan_00196.jpg,1,BigGAN,train
Nature\n07747607_5707.JPEG,0,Nature,train
stable_diffusion_v_1_5\620_sdv5_00110.jpg,1,stable_diffusion_v_1_5,train
VQDM\VQDM_1000_200_08_858_vqdm_00157.jpg,1,VQDM,validation
glide\GLIDE_1000_200_04_430_glide_00035.jpg,1,glide,test
stable_diffusion_v_1_5\668_sdv5_00198.jpg,1,stable_diffusion_v_1_5,train
ADM\666_adm_188.jpg,1,ADM,train
Nature\ILSVRC2012_val_00008593.JPEG,0,Nature,train
wukong\372_wukong_image34.jpg,1,wukong,test
ADM\603_adm_31.jpg,1,ADM,train
VQDM\VQDM_1000_200_05_541_vqdm_00074.jpg,1,VQDM,validation
ADM\142_adm_101.jpg,1,ADM,train
Nature\n01877812_8107.JPEG,0,Nature,train
Nature\n01614925_16511.JPEG,0,Nature,train
glide\GLIDE_1000_200_03_338_glide_00134.jpg,1,glide,test
Nature\n01944390_20157.JPEG,0,Nature,validation
ADM\963_adm_7.jpg,1,ADM,train
Midjourney\338_midjourney_100.jpg,1,Midjourney,test
wukong\506_wukong_image96.jpg,1,wukong,test
Nature\n01614925_18658.JPEG,0,Nature,train
wukong\363_wukong_image88.jpg,1,wukong,test
glide\GLIDE_1000_200_03_382_glide_00045.jpg,1,glide,test
VQDM\VQDM_1000_200_04_448_vqdm_00020.jpg,1,VQDM,validation
BigGAN\510_biggan_00093.jpg,1,BigGAN,train
BigGAN\041_biggan_00191.jpg,1,BigGAN,train
Nature\n01833805_7699.JPEG,0,Nature,train
Midjourney\609_midjourney_180.jpg,1,Midjourney,test
ADM\350_adm_91.jpg,1,ADM,train
VQDM\VQDM_1000_200_02_226_vqdm_00053.jpg,1,VQDM,validation
Midjourney\162_midjourney_149.jpg,1,Midjourney,test
VQDM\VQDM_1000_200_03_357_vqdm_00143.jpg,1,VQDM,validation
ADM\671_adm_73.jpg,1,ADM,train
Midjourney\976_midjourney_55.jpg,1,Midjourney,test
Nature\n02051845_9669.JPEG,0,Nature,train
Nature\n01698640_7709.JPEG,0,Nature,train
glide\GLIDE_1000_200_04_492_glide_00124.jpg,1,glide,test
glide\GLIDE_1000_200_07_764_glide_00020.jpg,1,glide,test
stable_diffusion_v_1_5\915_sdv5_00070.jpg,1,stable_diffusion_v_1_5,train
ADM\280_adm_48.jpg,1,ADM,train
Nature\n02027492_1702.JPEG,0,Nature,train
ADM\992_adm_24.jpg,1,ADM,train
BigGAN\754_biggan_00109.jpg,1,BigGAN,train
glide\GLIDE_1000_200_07_711_glide_00127.jpg,1,glide,test
Nature\n01914609_4010.JPEG,0,Nature,train
ADM\614_adm_78.jpg,1,ADM,train
Nature\n01614925_6719.JPEG,0,Nature,test
ADM\286_adm_91.jpg,1,ADM,train
stable_diffusion_v_1_5\714_sdv5_00085.jpg,1,stable_diffusion_v_1_5,train
ADM\501_adm_42.jpg,1,ADM,train
BigGAN\818_biggan_00060.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_04_486_vqdm_00082.jpg,1,VQDM,validation
stable_diffusion_v_1_5\983_sdv5_00070.jpg,1,stable_diffusion_v_1_5,train
wukong\365_wukong_image170.jpg,1,wukong,test
Midjourney\965_midjourney_147.jpg,1,Midjourney,test
ADM\235_adm_59.jpg,1,ADM,train
glide\GLIDE_1000_200_02_242_glide_00066.jpg,1,glide,test
ADM\155_adm_153.jpg,1,ADM,train
ADM\409_adm_185.jpg,1,ADM,train
VQDM\VQDM_1000_200_09_953_vqdm_00053.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_03_345_vqdm_00178.jpg,1,VQDM,validation
Nature\n01860187_6295.JPEG,0,Nature,train
wukong\564_wukong_image162.jpg,1,wukong,test
ADM\751_adm_4.jpg,1,ADM,train
stable_diffusion_v_1_5\574_sdv5_00161.jpg,1,stable_diffusion_v_1_5,train
wukong\287_wukong_image168.jpg,1,wukong,test
Nature\n01614925_3246.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00037328.JPEG,0,Nature,validation
Midjourney\783_midjourney_30.jpg,1,Midjourney,test
Nature\ILSVRC2012_val_00021059.JPEG,0,Nature,train
stable_diffusion_v_1_5\687_sdv5_00110.jpg,1,stable_diffusion_v_1_5,train
glide\GLIDE_1000_200_03_334_glide_00172.jpg,1,glide,test
BigGAN\172_biggan_00127.jpg,1,BigGAN,train
BigGAN\515_biggan_00105.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_04_415_vqdm_00074.jpg,1,VQDM,validation
ADM\875_adm_143.jpg,1,ADM,train
Nature\ILSVRC2012_val_00019782.JPEG,0,Nature,train
Nature\n01820546_2146.JPEG,0,Nature,test
glide\GLIDE_1000_200_05_551_glide_00034.jpg,1,glide,test
VQDM\VQDM_1000_200_01_147_vqdm_00160.jpg,1,VQDM,validation
Nature\n02097298_13510.JPEG,0,Nature,validation
Midjourney\61_midjourney_133.jpg,1,Midjourney,test
VQDM\VQDM_1000_200_03_304_vqdm_00176.jpg,1,VQDM,validation
BigGAN\932_biggan_00130.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_02_259_vqdm_00182.jpg,1,VQDM,validation
Nature\ILSVRC2012_val_00035608.JPEG,0,Nature,validation
ADM\563_adm_175.jpg,1,ADM,train
Nature\n01531178_20193.JPEG,0,Nature,validation
BigGAN\083_biggan_00075.jpg,1,BigGAN,train
stable_diffusion_v_1_5\623_sdv5_00016.jpg,1,stable_diffusion_v_1_5,train
Nature\n02002556_268.JPEG,0,Nature,validation
wukong\339_wukong_image188.jpg,1,wukong,test
Midjourney\397_midjourney_16.jpg,1,Midjourney,test
VQDM\VQDM_1000_200_04_458_vqdm_00030.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_01_179_vqdm_00127.jpg,1,VQDM,validation
stable_diffusion_v_1_5\031_sdv5_00014.jpg,1,stable_diffusion_v_1_5,train
Midjourney\763_midjourney_110.jpg,1,Midjourney,test
ADM\924_adm_70.jpg,1,ADM,train
glide\GLIDE_1000_200_03_327_glide_00156.jpg,1,glide,test
BigGAN\627_biggan_00119.jpg,1,BigGAN,train
Midjourney\13_midjourney_106.jpg,1,Midjourney,test
glide\GLIDE_1000_200_04_456_glide_00047.jpg,1,glide,test
Nature\ILSVRC2012_val_00034273.JPEG,0,Nature,validation
Nature\n01950731_6605.JPEG,0,Nature,train
stable_diffusion_v_1_5\773_sdv5_00055.jpg,1,stable_diffusion_v_1_5,train
Nature\n01729977_7504.JPEG,0,Nature,validation
stable_diffusion_v_1_5\021_sdv5_00196.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\800_sdv5_00046.jpg,1,stable_diffusion_v_1_5,train
Nature\n01985128_12937.JPEG,0,Nature,validation
wukong\635_wukong_image64.jpg,1,wukong,test
BigGAN\743_biggan_00115.jpg,1,BigGAN,train
ADM\175_adm_9.jpg,1,ADM,train
Nature\ILSVRC2012_val_00022444.JPEG,0,Nature,train
Midjourney\755_midjourney_133.jpg,1,Midjourney,test
Nature\n01776313_29927.JPEG,0,Nature,train
Nature\n01950731_8324.JPEG,0,Nature,train
glide\GLIDE_1000_200_07_758_glide_00035.jpg,1,glide,test
VQDM\VQDM_1000_200_00_055_vqdm_00085.jpg,1,VQDM,validation
ADM\774_adm_61.jpg,1,ADM,train
VQDM\VQDM_1000_200_02_274_vqdm_00032.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_04_491_vqdm_00143.jpg,1,VQDM,validation
wukong\157_wukong_image190.jpg,1,wukong,test
ADM\183_adm_91.jpg,1,ADM,train
VQDM\VQDM_1000_200_09_971_vqdm_00153.jpg,1,VQDM,validation
wukong\343_wukong_image28.jpg,1,wukong,test
ADM\272_adm_153.jpg,1,ADM,train
Nature\n02007558_3769.JPEG,0,Nature,train
Nature\n01955084_13174.JPEG,0,Nature,train
Midjourney\581_midjourney_197.jpg,1,Midjourney,test
VQDM\VQDM_1000_200_02_229_vqdm_00052.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_07_711_vqdm_00143.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_02_237_vqdm_00018.jpg,1,VQDM,validation
Nature\n01774384_2039.JPEG,0,Nature,validation
glide\GLIDE_1000_200_02_243_glide_00017.jpg,1,glide,test
Nature\ILSVRC2012_val_00045393.JPEG,0,Nature,train
Midjourney\772_midjourney_169.jpg,1,Midjourney,test
glide\GLIDE_1000_200_09_903_glide_00013.jpg,1,glide,test
Nature\n02013706_1391.JPEG,0,Nature,validation
Nature\n01986214_13155.JPEG,0,Nature,train
Midjourney\253_midjourney_74.jpg,1,Midjourney,test
BigGAN\768_biggan_00068.jpg,1,BigGAN,train
stable_diffusion_v_1_5\095_sdv5_00009.jpg,1,stable_diffusion_v_1_5,train
ADM\493_adm_85.jpg,1,ADM,train
Midjourney\594_midjourney_82.jpg,1,Midjourney,test
Nature\n01531178_5961.JPEG,0,Nature,validation
BigGAN\450_biggan_00074.jpg,1,BigGAN,train
ADM\881_adm_35.jpg,1,ADM,train
Nature\n01774384_1241.JPEG,0,Nature,train
BigGAN\057_biggan_00035.jpg,1,BigGAN,train
BigGAN\887_biggan_00084.jpg,1,BigGAN,train
glide\GLIDE_1000_200_04_436_glide_00020.jpg,1,glide,test
glide\GLIDE_1000_200_01_178_glide_00067.jpg,1,glide,test
Nature\n01847000_4320.JPEG,0,Nature,validation
Nature\n01537544_9823.JPEG,0,Nature,validation
Midjourney\480_midjourney_10.jpg,1,Midjourney,test
glide\GLIDE_1000_200_08_864_glide_00074.jpg,1,glide,test
Nature\n01775062_5819.JPEG,0,Nature,test
wukong\965_wukong_image90.jpg,1,wukong,test
Nature\ILSVRC2012_val_00044459.JPEG,0,Nature,validation
stable_diffusion_v_1_5\755_sdv5_00034.jpg,1,stable_diffusion_v_1_5,train
Nature\ILSVRC2012_val_00033076.JPEG,0,Nature,train
VQDM\VQDM_1000_200_08_897_vqdm_00049.jpg,1,VQDM,validation
ADM\190_adm_32.jpg,1,ADM,train
BigGAN\976_biggan_00031.jpg,1,BigGAN,train
Nature\n02002556_1255.JPEG,0,Nature,train
glide\GLIDE_1000_200_05_522_glide_00149.jpg,1,glide,test
Nature\n01735189_18696.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00012707.JPEG,0,Nature,validation
wukong\374_wukong_image42.jpg,1,wukong,test
VQDM\VQDM_1000_200_02_259_vqdm_00077.jpg,1,VQDM,validation
stable_diffusion_v_1_5\608_sdv5_00009.jpg,1,stable_diffusion_v_1_5,train
BigGAN\671_biggan_00138.jpg,1,BigGAN,train
wukong\703_wukong_image161.jpg,1,wukong,test
ADM\647_adm_42.jpg,1,ADM,train
Nature\ILSVRC2012_val_00007474.JPEG,0,Nature,validation
ADM\394_adm_57.jpg,1,ADM,train
Nature\ILSVRC2012_val_00048864.JPEG,0,Nature,train
BigGAN\676_biggan_00008.jpg,1,BigGAN,train
glide\GLIDE_1000_200_01_145_glide_00127.jpg,1,glide,test
VQDM\VQDM_1000_200_08_855_vqdm_00037.jpg,1,VQDM,validation
wukong\985_wukong_image0.jpg,1,wukong,test
Nature\n02834397_8710.JPEG,0,Nature,train
VQDM\VQDM_1000_200_00_039_vqdm_00037.jpg,1,VQDM,validation
Nature\n01773797_3126.JPEG,0,Nature,train
glide\GLIDE_1000_200_06_645_glide_00170.jpg,1,glide,test
stable_diffusion_v_1_5\916_sdv5_00026.jpg,1,stable_diffusion_v_1_5,train
BigGAN\434_biggan_00030.jpg,1,BigGAN,train
wukong\256_wukong_image97.jpg,1,wukong,test
Midjourney\838_midjourney_90.jpg,1,Midjourney,test
VQDM\VQDM_1000_200_07_782_vqdm_00034.jpg,1,VQDM,validation
BigGAN\023_biggan_00139.jpg,1,BigGAN,train
Midjourney\817_midjourney_178.jpg,1,Midjourney,test
Nature\n02077923_654.JPEG,0,Nature,train
Nature\n01986214_5508.JPEG,0,Nature,test
VQDM\VQDM_1000_200_01_105_vqdm_00039.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_03_366_vqdm_00098.jpg,1,VQDM,validation
glide\GLIDE_1000_200_03_320_glide_00111.jpg,1,glide,test
VQDM\VQDM_1000_200_09_981_vqdm_00166.jpg,1,VQDM,validation
glide\GLIDE_1000_200_04_481_glide_00063.jpg,1,glide,test
wukong\206_wukong_image165.jpg,1,wukong,test
Nature\n01622779_2039.JPEG,0,Nature,train
ADM\169_adm_69.jpg,1,ADM,train
BigGAN\442_biggan_00039.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_01_196_vqdm_00177.jpg,1,VQDM,validation
BigGAN\147_biggan_00039.jpg,1,BigGAN,train
Midjourney\901_midjourney_89.jpg,1,Midjourney,test
ADM\116_adm_59.jpg,1,ADM,train
Nature\n01819313_3530.JPEG,0,Nature,train
stable_diffusion_v_1_5\225_sdv5_00051.jpg,1,stable_diffusion_v_1_5,train
wukong\503_wukong_image142.jpg,1,wukong,test
Nature\n01833805_568.JPEG,0,Nature,train
Midjourney\936_midjourney_197.jpg,1,Midjourney,test
stable_diffusion_v_1_5\667_sdv5_00044.jpg,1,stable_diffusion_v_1_5,train
wukong\202_wukong_image88.jpg,1,wukong,test
BigGAN\813_biggan_00186.jpg,1,BigGAN,train
BigGAN\997_biggan_00082.jpg,1,BigGAN,train
ADM\640_adm_78.jpg,1,ADM,train
glide\GLIDE_1000_200_03_364_glide_00181.jpg,1,glide,test
Nature\n01677366_6741.JPEG,0,Nature,validation
VQDM\VQDM_1000_200_08_854_vqdm_00183.jpg,1,VQDM,validation
BigGAN\667_biggan_00117.jpg,1,BigGAN,train
Nature\n01773797_639.JPEG,0,Nature,train
stable_diffusion_v_1_5\909_sdv5_00175.jpg,1,stable_diffusion_v_1_5,train
Nature\n01818515_1312.JPEG,0,Nature,train
glide\GLIDE_1000_200_07_749_glide_00167.jpg,1,glide,test
BigGAN\386_biggan_00157.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_05_532_vqdm_00056.jpg,1,VQDM,validation
stable_diffusion_v_1_5\463_sdv5_00184.jpg,1,stable_diffusion_v_1_5,train
Midjourney\32_midjourney_186.jpg,1,Midjourney,test
Nature\n01608432_4911.JPEG,0,Nature,test
VQDM\VQDM_1000_200_03_328_vqdm_00073.jpg,1,VQDM,validation
stable_diffusion_v_1_5\085_sdv5_00034.jpg,1,stable_diffusion_v_1_5,train
wukong\441_wukong_image0.jpg,1,wukong,test
VQDM\VQDM_1000_200_06_691_vqdm_00143.jpg,1,VQDM,validation
glide\GLIDE_1000_200_04_478_glide_00004.jpg,1,glide,test
ADM\705_adm_22.jpg,1,ADM,train
stable_diffusion_v_1_5\610_sdv5_00178.jpg,1,stable_diffusion_v_1_5,train
ADM\615_adm_9.jpg,1,ADM,train
Nature\n01592084_6368.JPEG,0,Nature,train
BigGAN\914_biggan_00010.jpg,1,BigGAN,train
BigGAN\183_biggan_00143.jpg,1,BigGAN,train
stable_diffusion_v_1_5\611_sdv5_00100.jpg,1,stable_diffusion_v_1_5,train
glide\GLIDE_1000_200_02_241_glide_00138.jpg,1,glide,test
glide\GLIDE_1000_200_03_377_glide_00050.jpg,1,glide,test
stable_diffusion_v_1_5\497_sdv5_00121.jpg,1,stable_diffusion_v_1_5,train
BigGAN\020_biggan_00143.jpg,1,BigGAN,train
Midjourney\246_midjourney_134.jpg,1,Midjourney,test
BigGAN\143_biggan_00056.jpg,1,BigGAN,train
Midjourney\955_midjourney_197.jpg,1,Midjourney,test
Midjourney\325_midjourney_121.jpg,1,Midjourney,test
wukong\730_wukong_image118.jpg,1,wukong,test
Nature\n01978455_6468.JPEG,0,Nature,test
glide\GLIDE_1000_200_01_121_glide_00005.jpg,1,glide,test
glide\GLIDE_1000_200_07_781_glide_00072.jpg,1,glide,test
BigGAN\336_biggan_00157.jpg,1,BigGAN,train
ADM\42_adm_111.jpg,1,ADM,train
VQDM\VQDM_1000_200_03_353_vqdm_00081.jpg,1,VQDM,validation
BigGAN\730_biggan_00060.jpg,1,BigGAN,train
stable_diffusion_v_1_5\594_sdv5_00143.jpg,1,stable_diffusion_v_1_5,train
Nature\n02011460_4907.JPEG,0,Nature,train
VQDM\VQDM_1000_200_05_599_vqdm_00085.jpg,1,VQDM,validation
BigGAN\289_biggan_00190.jpg,1,BigGAN,train
glide\GLIDE_1000_200_05_537_glide_00069.jpg,1,glide,test
Nature\n01855672_12835.JPEG,0,Nature,train
glide\GLIDE_1000_200_06_694_glide_00143.jpg,1,glide,test
glide\GLIDE_1000_200_05_519_glide_00185.jpg,1,glide,test
Nature\ILSVRC2012_val_00023099.JPEG,0,Nature,train
ADM\253_adm_85.jpg,1,ADM,train
BigGAN\222_biggan_00115.jpg,1,BigGAN,train
wukong\479_wukong_image70.jpg,1,wukong,test
VQDM\VQDM_1000_200_02_265_vqdm_00143.jpg,1,VQDM,validation
ADM\673_adm_32.jpg,1,ADM,train
VQDM\VQDM_1000_200_01_175_vqdm_00143.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_00_099_vqdm_00190.jpg,1,VQDM,validation
Nature\n01770081_10809.JPEG,0,Nature,validation
Midjourney\321_midjourney_169.jpg,1,Midjourney,test
wukong\427_wukong_image56.jpg,1,wukong,test
stable_diffusion_v_1_5\491_sdv5_00172.jpg,1,stable_diffusion_v_1_5,train
Midjourney\55_midjourney_60.jpg,1,Midjourney,test
ADM\471_adm_86.jpg,1,ADM,train
glide\GLIDE_1000_200_05_542_glide_00186.jpg,1,glide,test
glide\GLIDE_1000_200_01_156_glide_00035.jpg,1,glide,test
Midjourney\812_midjourney_79.jpg,1,Midjourney,test
glide\GLIDE_1000_200_01_140_glide_00078.jpg,1,glide,test
wukong\603_wukong_image19.jpg,1,wukong,test
Nature\n01924916_8759.JPEG,0,Nature,train
stable_diffusion_v_1_5\980_sdv5_00083.jpg,1,stable_diffusion_v_1_5,train
ADM\286_adm_123.jpg,1,ADM,train
Nature\n01978455_10079.JPEG,0,Nature,train
Nature\n01829413_8927.JPEG,0,Nature,validation
stable_diffusion_v_1_5\124_sdv5_00195.jpg,1,stable_diffusion_v_1_5,train
glide\GLIDE_1000_200_07_702_glide_00020.jpg,1,glide,test
stable_diffusion_v_1_5\992_sdv5_00095.jpg,1,stable_diffusion_v_1_5,train
Midjourney\532_midjourney_34.jpg,1,Midjourney,test
stable_diffusion_v_1_5\547_sdv5_00046.jpg,1,stable_diffusion_v_1_5,train
BigGAN\847_biggan_00034.jpg,1,BigGAN,train
Midjourney\590_midjourney_173.jpg,1,Midjourney,test
Nature\n01773797_2546.JPEG,0,Nature,train
Nature\n01820546_4373.JPEG,0,Nature,test
glide\GLIDE_1000_200_08_824_glide_00020.jpg,1,glide,test
wukong\313_wukong_image189.jpg,1,wukong,test
BigGAN\006_biggan_00182.jpg,1,BigGAN,train
glide\GLIDE_1000_200_07_739_glide_00180.jpg,1,glide,test
ADM\627_adm_138.jpg,1,ADM,train
BigGAN\385_biggan_00097.jpg,1,BigGAN,train
BigGAN\121_biggan_00012.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_09_951_vqdm_00143.jpg,1,VQDM,validation
Nature\n01531178_4745.JPEG,0,Nature,validation
Nature\n01984695_43610.JPEG,0,Nature,validation
Nature\ILSVRC2012_val_00034593.JPEG,0,Nature,train
Nature\n01773797_5901.JPEG,0,Nature,validation
glide\GLIDE_1000_200_06_608_glide_00105.jpg,1,glide,test
Nature\n02058221_4336.JPEG,0,Nature,validation
Nature\n01833805_5650.JPEG,0,Nature,validation
stable_diffusion_v_1_5\905_sdv5_00027.jpg,1,stable_diffusion_v_1_5,train
Nature\n01773797_4759.JPEG,0,Nature,validation
BigGAN\226_biggan_00118.jpg,1,BigGAN,train
Nature\n01592084_1619.JPEG,0,Nature,test
Nature\n01824575_1493.JPEG,0,Nature,test
stable_diffusion_v_1_5\587_sdv5_00013.jpg,1,stable_diffusion_v_1_5,train
wukong\834_wukong_image67.jpg,1,wukong,test
VQDM\VQDM_1000_200_03_300_vqdm_00036.jpg,1,VQDM,validation
glide\GLIDE_1000_200_09_966_glide_00094.jpg,1,glide,test
VQDM\VQDM_1000_200_05_508_vqdm_00156.jpg,1,VQDM,validation
glide\GLIDE_1000_200_02_290_glide_00091.jpg,1,glide,test
VQDM\VQDM_1000_200_06_621_vqdm_00109.jpg,1,VQDM,validation
Nature\n01806143_9340.JPEG,0,Nature,train
Midjourney\300_midjourney_153.jpg,1,Midjourney,test
wukong\767_wukong_image72.jpg,1,wukong,test
wukong\923_wukong_image89.jpg,1,wukong,test
VQDM\VQDM_1000_200_04_403_vqdm_00154.jpg,1,VQDM,validation
Nature\n01773797_7245.JPEG,0,Nature,validation
VQDM\VQDM_1000_200_07_719_vqdm_00062.jpg,1,VQDM,validation
Midjourney\930_midjourney_113.jpg,1,Midjourney,test
ADM\263_adm_80.jpg,1,ADM,train
ADM\632_adm_174.jpg,1,ADM,train
ADM\282_adm_174.jpg,1,ADM,train
stable_diffusion_v_1_5\399_sdv5_00195.jpg,1,stable_diffusion_v_1_5,train
ADM\215_adm_159.jpg,1,ADM,train
VQDM\VQDM_1000_200_05_564_vqdm_00004.jpg,1,VQDM,validation
Midjourney\782_midjourney_2.jpg,1,Midjourney,test
stable_diffusion_v_1_5\429_sdv5_00117.jpg,1,stable_diffusion_v_1_5,train
glide\GLIDE_1000_200_02_218_glide_00044.jpg,1,glide,test
Nature\n01756291_16374.JPEG,0,Nature,test
wukong\120_wukong_image138.jpg,1,wukong,test
Midjourney\148_midjourney_126.jpg,1,Midjourney,test
Nature\n01537544_1886.JPEG,0,Nature,test
stable_diffusion_v_1_5\041_sdv5_00136.jpg,1,stable_diffusion_v_1_5,train
BigGAN\049_biggan_00074.jpg,1,BigGAN,train
Nature\n01819313_5651.JPEG,0,Nature,train
Nature\n01944390_11870.JPEG,0,Nature,train
stable_diffusion_v_1_5\155_sdv5_00027.jpg,1,stable_diffusion_v_1_5,train
glide\GLIDE_1000_200_01_134_glide_00086.jpg,1,glide,test
ADM\915_adm_6.jpg,1,ADM,train
BigGAN\393_biggan_00012.jpg,1,BigGAN,train
Midjourney\384_midjourney_94.jpg,1,Midjourney,test
Nature\ILSVRC2012_val_00035528.JPEG,0,Nature,train
ADM\691_adm_143.jpg,1,ADM,train
Nature\ILSVRC2012_val_00045520.JPEG,0,Nature,train
BigGAN\278_biggan_00119.jpg,1,BigGAN,train
Nature\n01773797_2101.JPEG,0,Nature,test
VQDM\VQDM_1000_200_04_440_vqdm_00187.jpg,1,VQDM,validation
stable_diffusion_v_1_5\028_sdv5_00066.jpg,1,stable_diffusion_v_1_5,train
Nature\ILSVRC2012_val_00047115.JPEG,0,Nature,train
Nature\n02939185_1913.JPEG,0,Nature,validation
glide\GLIDE_1000_200_07_702_glide_00143.jpg,1,glide,test
ADM\198_adm_59.jpg,1,ADM,train
Nature\n01770393_703.JPEG,0,Nature,train
Nature\n01496331_29716.JPEG,0,Nature,test
Nature\n01985128_19222.JPEG,0,Nature,train
Midjourney\134_midjourney_185.jpg,1,Midjourney,test
Nature\n01514859_12347.JPEG,0,Nature,train
ADM\940_adm_124.jpg,1,ADM,train
Nature\ILSVRC2012_val_00010262.JPEG,0,Nature,validation
VQDM\VQDM_1000_200_00_023_vqdm_00082.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_04_465_vqdm_00082.jpg,1,VQDM,validation
glide\GLIDE_1000_200_02_212_glide_00140.jpg,1,glide,test
Nature\n01855672_14115.JPEG,0,Nature,train
stable_diffusion_v_1_5\335_sdv5_00102.jpg,1,stable_diffusion_v_1_5,train
Nature\n02027492_8376.JPEG,0,Nature,train
Nature\n01773549_3036.JPEG,0,Nature,train
Nature\n01514668_16589.JPEG,0,Nature,test
Midjourney\145_midjourney_102.jpg,1,Midjourney,test
Nature\n02018207_5747.JPEG,0,Nature,validation
BigGAN\989_biggan_00039.jpg,1,BigGAN,train
ADM\330_adm_177.jpg,1,ADM,train
VQDM\VQDM_1000_200_00_008_vqdm_00156.jpg,1,VQDM,validation
stable_diffusion_v_1_5\393_sdv5_00085.jpg,1,stable_diffusion_v_1_5,train
BigGAN\147_biggan_00196.jpg,1,BigGAN,train
Midjourney\585_midjourney_100.jpg,1,Midjourney,test
Nature\ILSVRC2012_val_00029329.JPEG,0,Nature,train
VQDM\VQDM_1000_200_06_611_vqdm_00076.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_01_165_vqdm_00117.jpg,1,VQDM,validation
wukong\66_wukong_image40.jpg,1,wukong,test
Midjourney\840_midjourney_181.jpg,1,Midjourney,test
Midjourney\520_midjourney_58.jpg,1,Midjourney,test
